Linux 4.13.16-041316-generic (pl1) 	12/14/2017 	_x86_64_	(24 CPU)

03:48:30 PM   UID       PID    %usr %system  %guest    %CPU   CPU  Command
03:48:31 PM     0       156    0.00    0.98    0.00    0.98     7  kworker/7:1
03:48:31 PM     0       749    0.00    0.98    0.00    0.98    22  kworker/22:2
03:48:31 PM  1001      2678    0.98    0.00    0.00    0.98    21  tmux
03:48:31 PM  1001      8163    0.98    0.00    0.00    0.98     6  pidstat

03:48:31 PM   UID       PID    %usr %system  %guest    %CPU   CPU  Command
03:48:32 PM     0       224    0.00    1.00    0.00    1.00     0  kworker/0:1
03:48:32 PM 64045      1629    0.00    1.00    0.00    1.00    21  ceph-mgr
03:48:32 PM  1001      2678    0.00    1.00    0.00    1.00    21  tmux
03:48:32 PM     0      2890    0.00    1.00    0.00    1.00     8  kworker/8:0
03:48:32 PM  1001      5974    1.00    1.00    0.00    2.00     8  vim
03:48:32 PM  1001      8163    1.00    1.00    0.00    2.00     6  pidstat

03:48:32 PM   UID       PID    %usr %system  %guest    %CPU   CPU  Command
03:48:33 PM     0        24    0.00    1.00    0.00    1.00     2  kworker/2:0
03:48:33 PM     0       127    0.00    4.00    0.00    4.00    19  kworker/19:0
03:48:33 PM     0       133    0.00    2.00    0.00    2.00    20  kworker/20:0
03:48:33 PM     0       176    0.00    2.00    0.00    2.00    11  kworker/11:1
03:48:33 PM     0       499    0.00    1.00    0.00    1.00    11  kworker/11:1H
03:48:33 PM     0       536    0.00    1.00    0.00    1.00    23  kworker/23:1H
03:48:33 PM     0       556    0.00    2.00    0.00    2.00    10  kworker/10:2
03:48:33 PM     0       792    0.00    1.00    0.00    1.00    21  kworker/21:2
03:48:33 PM     0      1728    0.00    2.00    0.00    2.00     6  kworker/6:2
03:48:33 PM  1001      2567    1.00    0.00    0.00    1.00     8  sshd
03:48:33 PM  1001      2678    1.00    0.00    0.00    1.00    21  tmux
03:48:33 PM  1001      2680    0.00    1.00    0.00    1.00     6  bash
03:48:33 PM     0      3004    0.00    3.00    0.00    3.00     9  kworker/9:1
03:48:33 PM     0      3257    0.00    1.00    0.00    1.00    18  kworker/18:1
03:48:33 PM  1001      8163    0.00    1.00    0.00    1.00     6  pidstat
03:48:33 PM     0      8165    0.00    1.00    0.00    1.00    19  sudo
03:48:33 PM     0      8167   91.00   65.00    0.00  156.00    17  fio

03:48:33 PM   UID       PID    %usr %system  %guest    %CPU   CPU  Command
03:48:34 PM     0        24    0.00    1.00    0.00    1.00     2  kworker/2:0
03:48:34 PM     0        25    0.00    1.00    0.00    1.00     2  kworker/2:0H
03:48:34 PM     0        30    0.00    1.00    0.00    1.00     3  kworker/3:0
03:48:34 PM     0        42    0.00    1.00    0.00    1.00     5  kworker/5:0
03:48:34 PM     0        97    0.00    1.00    0.00    1.00    14  kworker/14:0
03:48:34 PM     0       109    0.00    1.00    0.00    1.00    16  kworker/16:0
03:48:34 PM     0       115    0.00    3.00    0.00    3.00    17  kworker/17:0
03:48:34 PM     0       127    0.00    1.00    0.00    1.00    19  kworker/19:0
03:48:34 PM     0       133    0.00    2.00    0.00    2.00    20  kworker/20:0
03:48:34 PM     0       156    0.00    1.00    0.00    1.00     7  kworker/7:1
03:48:34 PM     0       176    0.00    3.00    0.00    3.00    11  kworker/11:1
03:48:34 PM     0       224    0.00    2.00    0.00    2.00     0  kworker/0:1
03:48:34 PM     0       226    0.00    1.00    0.00    1.00    12  kworker/12:1
03:48:34 PM     0       238    0.00    1.00    0.00    1.00    15  kworker/15:1
03:48:34 PM     0       505    0.00    1.00    0.00    1.00    10  kworker/10:1H
03:48:34 PM     0       521    0.00    1.00    0.00    1.00    22  kworker/22:1H
03:48:34 PM     0       556    0.00    2.00    0.00    2.00    10  kworker/10:2
03:48:34 PM     0       559    0.00    3.00    0.00    3.00    23  kworker/23:2
03:48:34 PM     0       749    0.00    3.00    0.00    3.00    22  kworker/22:2
