Linux 4.13.16-041316-generic (pl1) 	12/14/2017 	_x86_64_	(24 CPU)

03:55:42 PM   UID       PID    %usr %system  %guest    %CPU   CPU  Command
03:55:43 PM     0       176    0.00    0.98    0.00    0.98    11  kworker/11:1
03:55:43 PM     0      1687    0.00    0.98    0.00    0.98    18  dockerd
03:55:43 PM  1001      2678    0.98    0.00    0.00    0.98    21  tmux
03:55:43 PM  1001      8541    0.98    0.00    0.00    0.98    11  pidstat

03:55:43 PM   UID       PID    %usr %system  %guest    %CPU   CPU  Command
03:55:44 PM     0       792    0.00    1.00    0.00    1.00    21  kworker/21:2
03:55:44 PM     0      3257    0.00    1.00    0.00    1.00    18  kworker/18:1
03:55:44 PM  1001      5974    1.00    0.00    0.00    1.00    18  vim
03:55:44 PM  1001      8541    1.00    1.00    0.00    2.00    11  pidstat

03:55:44 PM   UID       PID    %usr %system  %guest    %CPU   CPU  Command
03:55:45 PM     0         9    0.00    1.00    0.00    1.00     0  rcu_sched
03:55:45 PM     0       224    0.00    1.00    0.00    1.00     0  kworker/0:1
03:55:45 PM     0       226    0.00    1.00    0.00    1.00    12  kworker/12:1
03:55:45 PM     0       556    0.00    3.00    0.00    3.00    10  kworker/10:2
03:55:45 PM     0       559    0.00    2.00    0.00    2.00    23  kworker/23:2
03:55:45 PM     0       749    0.00    1.00    0.00    1.00    22  kworker/22:2
03:55:45 PM     0      1264    1.00    0.00    0.00    1.00    10  accounts-daemon
03:55:45 PM     0      1728    0.00    1.00    0.00    1.00     6  kworker/6:2
03:55:45 PM  1001      2680    0.00    2.00    0.00    2.00     7  bash
03:55:45 PM     0      2890    0.00    1.00    0.00    1.00     8  kworker/8:0
03:55:45 PM     0      3004    0.00    1.00    0.00    1.00     9  kworker/9:1
03:55:45 PM  1001      8541    1.00    1.00    0.00    2.00    11  pidstat
03:55:45 PM     0      8543    0.00    1.00    0.00    1.00    10  sudo
03:55:45 PM     0      8545   99.00   27.00    0.00  126.00    17  fio

03:55:45 PM   UID       PID    %usr %system  %guest    %CPU   CPU  Command
03:55:46 PM     0        18    0.00    1.00    0.00    1.00     1  kworker/1:0
03:55:46 PM     0        24    0.00    1.00    0.00    1.00     2  kworker/2:0
03:55:46 PM     0        30    0.00    1.00    0.00    1.00     3  kworker/3:0
03:55:46 PM     0        42    0.00    1.00    0.00    1.00     5  kworker/5:0
03:55:46 PM     0       115    0.00    2.00    0.00    2.00    17  kworker/17:0
03:55:46 PM     0       127    0.00    1.00    0.00    1.00    19  kworker/19:0
03:55:46 PM     0       133    0.00    2.00    0.00    2.00    20  kworker/20:0
03:55:46 PM     0       156    0.00    1.00    0.00    1.00     7  kworker/7:1
03:55:46 PM     0       176    0.00    2.00    0.00    2.00    11  kworker/11:1
03:55:46 PM     0       536    0.00    1.00    0.00    1.00    23  kworker/23:1H
03:55:46 PM     0       559    0.00    2.00    0.00    2.00    23  kworker/23:2
03:55:46 PM     0       749    0.00    1.00    0.00    1.00    22  kworker/22:2
03:55:46 PM     0       792    0.00    2.00    0.00    2.00    21  kworker/21:2
03:55:46 PM     0      1728    0.00    1.00    0.00    1.00     6  kworker/6:2
03:55:46 PM  1001      2678    1.00    0.00    0.00    1.00    21  tmux
03:55:46 PM     0      2890    0.00    1.00    0.00    1.00     8  kworker/8:0
03:55:46 PM     0      3004    0.00    1.00    0.00    1.00     9  kworker/9:1
03:55:46 PM     0      3257    0.00    1.00    0.00    1.00    18  kworker/18:1
03:55:46 PM  1001      8541    0.00    1.00    0.00    1.00    11  pidstat
03:55:46 PM     0      8545   25.00  117.00    0.00  142.00    17  fio

03:55:46 PM   UID       PID    %usr %system  %guest    %CPU   CPU  Command
03:55:47 PM     0        18    0.00    1.00    0.00    1.00     1  kworker/1:0
03:55:47 PM     0        24    0.00    1.00    0.00    1.00     2  kworker/2:0
03:55:47 PM     0       115    0.00    3.00    0.00    3.00    17  kworker/17:0
03:55:47 PM     0       127    0.00    1.00    0.00    1.00    19  kworker/19:0
03:55:47 PM     0       133    0.00    1.00    0.00    1.00    20  kworker/20:0
03:55:47 PM     0       156    0.00    1.00    0.00    1.00     7  kworker/7:1
03:55:47 PM     0       176    0.00    3.00    0.00    3.00    11  kworker/11:1
03:55:47 PM     0       224    0.00    1.00    0.00    1.00     0  kworker/0:1
03:55:47 PM     0       485    0.00    1.00    0.00    1.00     8  kworker/8:1H
03:55:47 PM     0       505    0.00    1.00    0.00    1.00    10  kworker/10:1H
03:55:47 PM     0       516    0.00    1.00    0.00    1.00    20  kworker/20:1H
03:55:47 PM     0       556    0.00    3.00    0.00    3.00    10  kworker/10:2
03:55:47 PM     0       559    0.00    3.00    0.00    3.00    23  kworker/23:2
03:55:47 PM     0       749    0.00    3.00    0.00    3.00    22  kworker/22:2
03:55:47 PM     0       792    0.00    2.00    0.00    2.00    21  kworker/21:2
03:55:47 PM 64045      1600    0.00    1.00    0.00    1.00    21  ceph-mon
03:55:47 PM 64045      1629    1.00    0.00    0.00    1.00    21  ceph-mgr
03:55:47 PM     0      2890    0.00    2.00    0.00    2.00     8  kworker/8:0
03:55:47 PM     0      3004    0.00    2.00    0.00    2.00     9  kworker/9:1
03:55:47 PM  1001      8539    0.00    1.00    0.00    1.00    22  mpstat
03:55:47 PM  1001      8541    1.00    0.00    0.00    1.00    11  pidstat
03:55:47 PM     0      8545   24.00   83.00    0.00  107.00    17  fio

03:55:47 PM   UID       PID    %usr %system  %guest    %CPU   CPU  Command
03:55:48 PM     0        18    0.00    1.00    0.00    1.00     1  kworker/1:0
03:55:48 PM     0        24    0.00    2.00    0.00    2.00     2  kworker/2:0
03:55:48 PM     0        36    0.00    1.00    0.00    1.00     4  kworker/4:0
03:55:48 PM     0       115    0.00    2.00    0.00    2.00    17  kworker/17:0
