Linux 4.13.16-041316-generic (pl1) 	12/14/2017 	_x86_64_	(24 CPU)

03:39:51 PM   UID       PID    %usr %system  %guest    %CPU   CPU  Command
03:39:52 PM     0      1728    0.00    0.98    0.00    0.98     6  kworker/6:2
03:39:52 PM  1001      2678    0.98    0.00    0.00    0.98    18  tmux
03:39:52 PM     0      3257    0.00    0.98    0.00    0.98    18  kworker/18:1
03:39:52 PM  1001      7831    0.00    0.98    0.00    0.98    22  pidstat

03:39:52 PM   UID       PID    %usr %system  %guest    %CPU   CPU  Command
03:39:53 PM  1001      2680    0.00    1.00    0.00    1.00    18  bash
03:39:53 PM     0      7366    0.00    1.00    0.00    1.00    11  kworker/u130:1
03:39:53 PM  1001      7831    1.00    1.00    0.00    2.00    22  pidstat

03:39:53 PM   UID       PID    %usr %system  %guest    %CPU   CPU  Command
03:39:54 PM     0        18    0.00    2.00    0.00    2.00     1  kworker/1:0
03:39:54 PM     0        24    0.00    1.00    0.00    1.00     2  kworker/2:0
03:39:54 PM     0        25    0.00    3.00    0.00    3.00     2  kworker/2:0H
03:39:54 PM     0        30    0.00    1.00    0.00    1.00     3  kworker/3:0
03:39:54 PM     0        36    0.00    1.00    0.00    1.00     4  kworker/4:0
03:39:54 PM     0        42    0.00    1.00    0.00    1.00     5  kworker/5:0
03:39:54 PM     0       127    0.00    1.00    0.00    1.00    19  kworker/19:0
03:39:54 PM     0       156    0.00    1.00    0.00    1.00     7  kworker/7:1
03:39:54 PM     0       176    0.00    2.00    0.00    2.00    11  kworker/11:1
03:39:54 PM     0       224    0.00    2.00    0.00    2.00     0  kworker/0:1
03:39:54 PM     0       226    0.00    1.00    0.00    1.00    12  kworker/12:1
03:39:54 PM     0       391    0.00    2.00    0.00    2.00     0  kworker/0:1H
03:39:54 PM     0       556    0.00    1.00    0.00    1.00    10  kworker/10:2
03:39:54 PM     0       559    0.00    1.00    0.00    1.00    23  kworker/23:2
03:39:54 PM     0       749    0.00    1.00    0.00    1.00    22  kworker/22:2
03:39:54 PM     0       792    0.00    3.00    0.00    3.00    21  kworker/21:2
03:39:54 PM     0      2180    0.00    2.00    0.00    2.00     1  kworker/1:1H
03:39:54 PM     0      2182    0.00    1.00    0.00    1.00     3  kworker/3:1H
03:39:54 PM     0      2183    0.00    3.00    0.00    3.00     4  kworker/4:1H
03:39:54 PM     0      2184    0.00    3.00    0.00    3.00     5  kworker/5:1H
03:39:54 PM     0      2186    0.00    3.00    0.00    3.00    12  kworker/12:1H
03:39:54 PM  1001      2678    1.00    0.00    0.00    1.00     8  tmux
03:39:54 PM     0      2890    0.00    2.00    0.00    2.00     8  kworker/8:0
03:39:54 PM     0      3004    0.00    3.00    0.00    3.00     9  kworker/9:1
03:39:54 PM     0      3257    0.00    1.00    0.00    1.00    18  kworker/18:1
03:39:54 PM  1001      7831    1.00    1.00    0.00    2.00    22  pidstat
03:39:54 PM     0      7833    0.00    1.00    0.00    1.00    21  sudo
03:39:54 PM     0      7835  125.00  121.00    0.00  246.00     1  fio

03:39:54 PM   UID       PID    %usr %system  %guest    %CPU   CPU  Command
03:39:55 PM     0        18    0.00    2.00    0.00    2.00     1  kworker/1:0
03:39:55 PM     0        24    0.00    2.00    0.00    2.00     2  kworker/2:0
03:39:55 PM     0        25    0.00    8.00    0.00    8.00     2  kworker/2:0H
03:39:55 PM     0        30    0.00    2.00    0.00    2.00     3  kworker/3:0
03:39:55 PM     0        36    0.00    2.00    0.00    2.00     4  kworker/4:0
03:39:55 PM     0        42    0.00    3.00    0.00    3.00     5  kworker/5:0
03:39:55 PM     0       224    0.00    3.00    0.00    3.00     0  kworker/0:1
03:39:55 PM     0       226    0.00    2.00    0.00    2.00    12  kworker/12:1
03:39:55 PM     0       391    0.00    6.00    0.00    6.00     0  kworker/0:1H
03:39:55 PM     0      2182    0.00    8.00    0.00    8.00     3  kworker/3:1H
03:39:55 PM     0      2183    0.00    8.00    0.00    8.00     4  kworker/4:1H
03:39:55 PM     0      2184    0.00    7.00    0.00    7.00     5  kworker/5:1H
03:39:55 PM     0      2186    0.00    8.00    0.00    8.00    12  kworker/12:1H
03:39:55 PM  1001      7831    1.00    0.00    0.00    1.00    22  pidstat
03:39:55 PM     0      7835  125.00  304.00    0.00  429.00     1  fio

03:39:55 PM   UID       PID    %usr %system  %guest    %CPU   CPU  Command
03:39:56 PM     0        18    0.00    1.00    0.00    1.00     1  kworker/1:0
03:39:56 PM     0        24    0.00    3.00    0.00    3.00     2  kworker/2:0
03:39:56 PM     0        25    0.00    7.00    0.00    7.00     2  kworker/2:0H
03:39:56 PM     0        30    0.00    2.00    0.00    2.00     3  kworker/3:0
03:39:56 PM     0        36    0.00    2.00    0.00    2.00     4  kworker/4:0
03:39:56 PM     0        42    0.00    3.00    0.00    3.00     5  kworker/5:0
03:39:56 PM     0        91    0.00    1.00    0.00    1.00    13  kworker/13:0
03:39:56 PM     0       156    0.00    1.00    0.00    1.00     7  kworker/7:1
03:39:56 PM     0       224    0.00    2.00    0.00    2.00     0  kworker/0:1
03:39:56 PM     0       226    0.00    2.00    0.00    2.00    12  kworker/12:1
03:39:56 PM     0       391    0.00    5.00    0.00    5.00     0  kworker/0:1H
03:39:56 PM     0      2182    0.00    7.00    0.00    7.00     3  kworker/3:1H
03:39:56 PM     0      2183    0.00    7.00    0.00    7.00     4  kworker/4:1H
03:39:56 PM     0      2184    0.00    7.00    0.00    7.00     5  kworker/5:1H
03:39:56 PM     0      2186    0.00    7.00    0.00    7.00    12  kworker/12:1H
03:39:56 PM     0      3257    0.00    1.00    0.00    1.00    18  kworker/18:1
03:39:56 PM  1001      7831    1.00    1.00    0.00    2.00    22  pidstat
03:39:56 PM     0      7835  131.00  299.00    0.00  430.00    13  fio

03:39:56 PM   UID       PID    %usr %system  %guest    %CPU   CPU  Command
03:39:57 PM     0        24    0.00    2.00    0.00    2.00     2  kworker/2:0
03:39:57 PM     0        25    0.00    7.00    0.00    7.00     2  kworker/2:0H
03:39:57 PM     0        30    0.00    2.00    0.00    2.00     3  kworker/3:0
03:39:57 PM     0        36    0.00    2.00    0.00    2.00     4  kworker/4:0
03:39:57 PM     0        42    0.00    2.00    0.00    2.00     5  kworker/5:0
03:39:57 PM     0        91    0.00    2.00    0.00    2.00    13  kworker/13:0
03:39:57 PM     0       133    0.00    1.00    0.00    1.00    20  kworker/20:0
03:39:57 PM     0       224    0.00    3.00    0.00    3.00     0  kworker/0:1
03:39:57 PM     0       226    0.00    2.00    0.00    2.00    12  kworker/12:1
03:39:57 PM     0       391    0.00    5.00    0.00    5.00     0  kworker/0:1H
03:39:57 PM     0      1687    2.00    2.00    0.00    4.00    18  dockerd
03:39:57 PM     0      2180    0.00    1.00    0.00    1.00     1  kworker/1:1H
03:39:57 PM     0      2182    0.00    8.00    0.00    8.00     3  kworker/3:1H
03:39:57 PM     0      2183    0.00    7.00    0.00    7.00     4  kworker/4:1H
03:39:57 PM     0      2184    0.00    6.00    0.00    6.00     5  kworker/5:1H
03:39:57 PM     0      2185    0.00    1.00    0.00    1.00    13  kworker/13:1H
03:39:57 PM     0      2186    0.00    8.00    0.00    8.00    12  kworker/12:1H
03:39:57 PM  1001      2678    1.00    0.00    0.00    1.00     8  tmux
