Linux 4.13.16-041316-generic (pl1) 	12/14/2017 	_x86_64_	(24 CPU)

03:46:09 PM   UID       PID    %usr %system  %guest    %CPU   CPU  Command
03:46:10 PM     0       224    0.00    0.98    0.00    0.98     0  kworker/0:1
03:46:10 PM  1001      2678    0.98    0.00    0.00    0.98    18  tmux
03:46:10 PM     0      3004    0.00    0.98    0.00    0.98     9  kworker/9:1
03:46:10 PM     0      3257    0.00    0.98    0.00    0.98    18  kworker/18:1
03:46:10 PM  1001      8078    0.00    0.98    0.00    0.98    22  pidstat

03:46:10 PM   UID       PID    %usr %system  %guest    %CPU   CPU  Command
03:46:11 PM     0       127    0.00    1.00    0.00    1.00    19  kworker/19:0
03:46:11 PM     0      1687    1.00    0.00    0.00    1.00    18  dockerd
03:46:11 PM  1001      2567    0.00    1.00    0.00    1.00    11  sshd
03:46:11 PM  1001      5974    1.00    0.00    0.00    1.00     8  vim
03:46:11 PM  1001      8078    0.00    1.00    0.00    1.00    22  pidstat

03:46:11 PM   UID       PID    %usr %system  %guest    %CPU   CPU  Command
03:46:12 PM     0       156    0.00    1.00    0.00    1.00     7  kworker/7:1
03:46:12 PM     0       749    0.00    1.00    0.00    1.00    22  kworker/22:2
03:46:12 PM     0      2106    1.00    0.00    0.00    1.00    23  containerd
03:46:12 PM  1001      2678    1.00    0.00    0.00    1.00    18  tmux
03:46:12 PM  1001      8078    1.00    1.00    0.00    2.00    22  pidstat

03:46:12 PM   UID       PID    %usr %system  %guest    %CPU   CPU  Command
03:46:13 PM     0       127    0.00    1.00    0.00    1.00    19  kworker/19:0
03:46:13 PM     0       133    0.00    1.00    0.00    1.00    20  kworker/20:0
03:46:13 PM     0       176    0.00    3.00    0.00    3.00    11  kworker/11:1
03:46:13 PM     0       224    0.00    1.00    0.00    1.00     0  kworker/0:1
03:46:13 PM     0       556    0.00    1.00    0.00    1.00    10  kworker/10:2
03:46:13 PM     0       559    0.00    1.00    0.00    1.00    23  kworker/23:2
03:46:13 PM     0       792    0.00    1.00    0.00    1.00    21  kworker/21:2
03:46:13 PM     0      1687    0.00    1.00    0.00    1.00    18  dockerd
03:46:13 PM     0      1728    0.00    1.00    0.00    1.00     6  kworker/6:2
03:46:13 PM  1001      2680    0.00    1.00    0.00    1.00    22  bash
03:46:13 PM     0      2890    0.00    1.00    0.00    1.00     8  kworker/8:0
03:46:13 PM     0      3004    0.00    2.00    0.00    2.00     9  kworker/9:1
03:46:13 PM     0      3257    0.00    2.00    0.00    2.00    18  kworker/18:1
03:46:13 PM  1001      8078    1.00    1.00    0.00    2.00    22  pidstat
03:46:13 PM     0      8082  111.00   65.00    0.00  176.00     0  fio

03:46:13 PM   UID       PID    %usr %system  %guest    %CPU   CPU  Command
03:46:14 PM     0       224    0.00    3.00    0.00    3.00     0  kworker/0:1
03:46:14 PM     0       489    1.00    0.00    0.00    1.00    19  kworker/19:1H
03:46:14 PM     0       559    0.00    1.00    0.00    1.00    23  kworker/23:2
03:46:14 PM     0       749    0.00    1.00    0.00    1.00    22  kworker/22:2
03:46:14 PM 64045      1600    1.00    0.00    0.00    1.00    21  ceph-mon
