Linux 4.13.16-041316-generic (pl1) 	12/14/2017 	_x86_64_	(24 CPU)

03:39:21 PM   UID       PID    %usr %system  %guest    %CPU   CPU  Command
03:39:22 PM     0         9    0.00    0.98    0.00    0.98     0  rcu_sched
03:39:22 PM     0      1728    0.00    0.98    0.00    0.98     6  kworker/6:2
03:39:22 PM  1001      2678    0.98    0.00    0.00    0.98    22  tmux
03:39:22 PM     0      2890    0.00    0.98    0.00    0.98     8  kworker/8:0
03:39:22 PM  1001      7792    0.98    0.98    0.00    1.96     6  pidstat

03:39:22 PM   UID       PID    %usr %system  %guest    %CPU   CPU  Command
03:39:23 PM     0       156    0.00    1.00    0.00    1.00     7  kworker/7:1
03:39:23 PM     0       224    0.00    1.00    0.00    1.00     0  kworker/0:1
03:39:23 PM     0       559    0.00    1.00    0.00    1.00    23  kworker/23:2
03:39:23 PM  1001      2680    0.00    1.00    0.00    1.00    23  bash
03:39:23 PM  1001      5974    1.00    0.00    0.00    1.00     7  vim
03:39:23 PM  1001      7792    0.00    2.00    0.00    2.00     6  pidstat
03:39:23 PM     0      7794    0.00    1.00    0.00    1.00    18  sudo

03:39:23 PM   UID       PID    %usr %system  %guest    %CPU   CPU  Command
03:39:24 PM     0        18    0.00    1.00    0.00    1.00     1  kworker/1:0
03:39:24 PM     0        24    0.00    1.00    0.00    1.00     2  kworker/2:0
03:39:24 PM     0        25    0.00    3.00    0.00    3.00     2  kworker/2:0H
03:39:24 PM     0        30    0.00    1.00    0.00    1.00     3  kworker/3:0
03:39:24 PM     0        36    0.00    1.00    0.00    1.00     4  kworker/4:0
03:39:24 PM     0        42    0.00    1.00    0.00    1.00     5  kworker/5:0
03:39:24 PM     0       115    0.00    1.00    0.00    1.00    17  kworker/17:0
03:39:24 PM     0       133    0.00    1.00    0.00    1.00    20  kworker/20:0
03:39:24 PM     0       156    0.00    1.00    0.00    1.00     7  kworker/7:1
03:39:24 PM     0       176    0.00    1.00    0.00    1.00    11  kworker/11:1
03:39:24 PM     0       224    0.00    1.00    0.00    1.00     0  kworker/0:1
03:39:24 PM     0       226    0.00    1.00    0.00    1.00    12  kworker/12:1
03:39:24 PM     0       391    0.00    4.00    0.00    4.00     0  kworker/0:1H
03:39:24 PM     0       556    0.00    3.00    0.00    3.00    10  kworker/10:2
03:39:24 PM     0       749    0.00    2.00    0.00    2.00    22  kworker/22:2
03:39:24 PM     0       792    0.00    1.00    0.00    1.00    21  kworker/21:2
03:39:24 PM     0      1728    0.00    1.00    0.00    1.00     6  kworker/6:2
03:39:24 PM     0      2180    0.00    2.00    0.00    2.00     1  kworker/1:1H
03:39:24 PM     0      2182    0.00    2.00    0.00    2.00     3  kworker/3:1H
