Linux 4.13.16-041316-generic (pl1) 	12/14/2017 	_x86_64_	(24 CPU)

03:28:41 PM   UID       PID    %usr %system  %guest    %CPU   CPU  Command
03:28:42 PM     0      1313    0.98    0.00    0.00    0.98    21  snapd
03:28:42 PM     0      1687    0.00    0.98    0.00    0.98    18  dockerd
03:28:42 PM     0      1713    0.00    0.98    0.00    0.98    18  iscsid
03:28:42 PM  1001      2678    0.98    0.00    0.00    0.98    10  tmux
03:28:42 PM  1001      7212    0.00    0.98    0.00    0.98    10  pidstat

03:28:42 PM   UID       PID    %usr %system  %guest    %CPU   CPU  Command
03:28:43 PM     0       156    0.00    1.00    0.00    1.00     7  kworker/7:1
03:28:43 PM     0       224    0.00    1.00    0.00    1.00     0  kworker/0:1
03:28:43 PM 64045      1629    0.00    1.00    0.00    1.00    21  ceph-mgr
03:28:43 PM     0      1728    0.00    1.00    0.00    1.00     6  kworker/6:2
03:28:43 PM  1001      5974    1.00    0.00    0.00    1.00    21  vim
03:28:43 PM  1001      7212    1.00    0.00    0.00    1.00    10  pidstat

03:28:43 PM   UID       PID    %usr %system  %guest    %CPU   CPU  Command
03:28:44 PM     0        18    0.00    1.00    0.00    1.00     1  kworker/1:0
03:28:44 PM     0        24    0.00    1.00    0.00    1.00     2  kworker/2:0
03:28:44 PM     0       127    0.00    1.00    0.00    1.00    19  kworker/19:0
03:28:44 PM     0       176    0.00    3.00    0.00    3.00    11  kworker/11:1
03:28:44 PM     0       556    0.00    2.00    0.00    2.00    10  kworker/10:2
03:28:44 PM     0       559    0.00    1.00    0.00    1.00    23  kworker/23:2
03:28:44 PM     0       749    0.00    1.00    0.00    1.00    22  kworker/22:2
03:28:44 PM     0       792    0.00    2.00    0.00    2.00    21  kworker/21:2
03:28:44 PM     0      1687    1.00    0.00    0.00    1.00    18  dockerd
03:28:44 PM  1001      2678    1.00    0.00    0.00    1.00    11  tmux
03:28:44 PM  1001      2680    0.00    1.00    0.00    1.00     8  bash
03:28:44 PM     0      2890    0.00    1.00    0.00    1.00     8  kworker/8:0
03:28:44 PM     0      3004    0.00    2.00    0.00    2.00     9  kworker/9:1
03:28:44 PM     0      3257    0.00    1.00    0.00    1.00    18  kworker/18:1
03:28:44 PM  1001      7212    0.00    2.00    0.00    2.00    10  pidstat
03:28:44 PM     0      7214    0.00    1.00    0.00    1.00     9  sudo
03:28:44 PM     0      7216  133.00   50.00    0.00  183.00     1  fio

03:28:44 PM   UID       PID    %usr %system  %guest    %CPU   CPU  Command
03:28:45 PM     0        18    0.00    2.00    0.00    2.00     1  kworker/1:0
03:28:45 PM     0        24    0.00    1.00    0.00    1.00     2  kworker/2:0
03:28:45 PM     0        30    0.00    1.00    0.00    1.00     3  kworker/3:0
03:28:45 PM     0       133    0.00    1.00    0.00    1.00    20  kworker/20:0
03:28:45 PM     0       176    0.00    2.00    0.00    2.00    11  kworker/11:1
03:28:45 PM     0       556    0.00    2.00    0.00    2.00    10  kworker/10:2
03:28:45 PM     0      2106    1.00    0.00    0.00    1.00    23  containerd
03:28:45 PM  1001      7212    0.00    2.00    0.00    2.00    10  pidstat
03:28:45 PM     0      7216   88.00  182.00    0.00  270.00     3  fio

03:28:45 PM   UID       PID    %usr %system  %guest    %CPU   CPU  Command
03:28:46 PM     0        30    0.00    3.00    0.00    3.00     3  kworker/3:0
03:28:46 PM     0       133    0.00    3.00    0.00    3.00    20  kworker/20:0
03:28:46 PM     0       176    0.00    3.00    0.00    3.00    11  kworker/11:1
03:28:46 PM     0       556    0.00    3.00    0.00    3.00    10  kworker/10:2
03:28:46 PM     0      1728    0.00    2.00    0.00    2.00     6  kworker/6:2
03:28:46 PM  1001      7210    1.00    0.00    0.00    1.00     6  mpstat
03:28:46 PM  1001      7212    1.00    0.00    0.00    1.00    10  pidstat
03:28:46 PM     0      7216   81.00  193.00    0.00  274.00     3  fio

03:28:46 PM   UID       PID    %usr %system  %guest    %CPU   CPU  Command
03:28:47 PM     0        18    0.00    1.00    0.00    1.00     1  kworker/1:0
