Linux 4.13.16-041316-generic (pl1) 	12/14/2017 	_x86_64_	(24 CPU)

03:57:23 PM   UID       PID    %usr %system  %guest    %CPU   CPU  Command
03:57:24 PM     0       792    0.00    0.99    0.00    0.99    21  kworker/21:2
03:57:24 PM 64045      1600    0.99    0.00    0.00    0.99    21  ceph-mon
03:57:24 PM  1001      2678    0.99    0.99    0.00    1.98    11  tmux
03:57:24 PM  1001      8688    0.99    1.98    0.00    2.97    18  pidstat

03:57:24 PM   UID       PID    %usr %system  %guest    %CPU   CPU  Command
03:57:25 PM     0       156    0.00    1.00    0.00    1.00     7  kworker/7:1
03:57:25 PM  1001      2678    1.00    0.00    0.00    1.00    11  tmux
03:57:25 PM  1001      8688    0.00    1.00    0.00    1.00    18  pidstat

03:57:25 PM   UID       PID    %usr %system  %guest    %CPU   CPU  Command
03:57:26 PM     0       176    0.00    1.00    0.00    1.00    11  kworker/11:1
03:57:26 PM     0       224    0.00    1.00    0.00    1.00     0  kworker/0:1
03:57:26 PM 64045      1629    1.00    0.00    0.00    1.00    21  ceph-mgr
03:57:26 PM     0      3257    0.00    1.00    0.00    1.00    18  kworker/18:1
03:57:26 PM  1001      8688    1.00    1.00    0.00    2.00    18  pidstat

03:57:26 PM   UID       PID    %usr %system  %guest    %CPU   CPU  Command
03:57:27 PM     0         9    0.00    1.00    0.00    1.00     0  rcu_sched
03:57:27 PM  1001      2680    0.00    1.00    0.00    1.00     8  bash
03:57:27 PM     0      2890    0.00    1.00    0.00    1.00     8  kworker/8:0
03:57:27 PM  1001      8686    0.00    1.00    0.00    1.00    21  mpstat
03:57:27 PM  1001      8688    0.00    1.00    0.00    1.00    18  pidstat

03:57:27 PM   UID       PID    %usr %system  %guest    %CPU   CPU  Command
03:57:28 PM     0        30    0.00    1.00    0.00    1.00     3  kworker/3:0
03:57:28 PM     0       156    0.00    1.00    0.00    1.00     7  kworker/7:1
03:57:28 PM     0       176    0.00    1.00    0.00    1.00    11  kworker/11:1
03:57:28 PM     0       559    0.00    2.00    0.00    2.00    23  kworker/23:2
03:57:28 PM     0       749    0.00    1.00    0.00    1.00    22  kworker/22:2
03:57:28 PM     0      1728    0.00    1.00    0.00    1.00     6  kworker/6:2
03:57:28 PM  1001      2678    1.00    0.00    0.00    1.00    11  tmux
03:57:28 PM  1001      2680    0.00    1.00    0.00    1.00     8  bash
03:57:28 PM     0      3004    0.00    2.00    0.00    2.00     9  kworker/9:1
03:57:28 PM  1001      8688    1.00    0.00    0.00    1.00    18  pidstat
03:57:28 PM     0      8690    0.00    1.00    0.00    1.00     9  sudo
03:57:28 PM     0      8692  129.00   52.00    0.00  181.00    17  fio

03:57:28 PM   UID       PID    %usr %system  %guest    %CPU   CPU  Command
03:57:29 PM     0        25    0.00    1.00    0.00    1.00     2  kworker/2:0H
03:57:29 PM     0       115    0.00    3.00    0.00    3.00    17  kworker/17:0
03:57:29 PM     0       127    0.00    1.00    0.00    1.00    19  kworker/19:0
03:57:29 PM     0       133    0.00    1.00    0.00    1.00    20  kworker/20:0
03:57:29 PM     0       156    0.00    1.00    0.00    1.00     7  kworker/7:1
03:57:29 PM     0       176    0.00    2.00    0.00    2.00    11  kworker/11:1
03:57:29 PM     0       224    0.00    1.00    0.00    1.00     0  kworker/0:1
03:57:29 PM     0       510    0.00    1.00    0.00    1.00     6  kworker/6:1H
03:57:29 PM     0       556    0.00    2.00    0.00    2.00    10  kworker/10:2
03:57:29 PM     0       559    0.00    2.00    0.00    2.00    23  kworker/23:2
03:57:29 PM     0       749    0.00    1.00    0.00    1.00    22  kworker/22:2
03:57:29 PM     0       792    0.00    2.00    0.00    2.00    21  kworker/21:2
03:57:29 PM     0      1728    0.00    1.00    0.00    1.00     6  kworker/6:2
